,id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince
4,8478468,https://assets.nhle.com/mugs/nhl/20232024/NSH/8478468.png,{'default': 'Jeremy'},{'default': 'Lauzon'},3.0,D,L,75,225,191,102,1997-04-28,"{'default': ""Val-d'Or""}",CAN,"{'default': 'Quebec', 'fr': 'Québec'}"
5,8474151,https://assets.nhle.com/mugs/nhl/20232024/NSH/8474151.png,{'default': 'Ryan'},{'default': 'McDonagh'},27.0,D,L,73,215,185,98,1989-06-13,{'default': 'St. Paul'},USA,{'default': 'Minnesota'}
6,8474568,https://assets.nhle.com/mugs/nhl/20232024/NSH/8474568.png,{'default': 'Luke'},{'default': 'Schenn'},2.0,D,R,74,225,188,102,1989-11-02,{'default': 'Saskatoon'},CAN,{'default': 'Saskatchewan'}
0,8478840,https://assets.nhle.com/mugs/nhl/20232024/SEA/8478840.png,"{'default': 'Will', 'cs': 'William', 'de': 'William', 'es': 'William', 'fi': 'William', 'sk': 'William', 'sv': 'William'}",{'default': 'Borgen'},3.0,D,R,75,204,191,93,1996-12-19,{'default': 'Moorhead'},USA,{'default': 'Minnesota'}
1,8475208,https://assets.nhle.com/mugs/nhl/20232024/SEA/8475208.png,{'default': 'Brian'},{'default': 'Dumoulin'},8.0,D,L,76,207,193,94,1991-09-06,{'default': 'Biddeford'},USA,{'default': 'Maine'}
2,8478407,https://assets.nhle.com/mugs/nhl/20232024/SEA/8478407.png,{'default': 'Vince'},{'default': 'Dunn'},29.0,D,L,72,200,183,91,1996-10-29,{'default': 'Mississauga'},CAN,{'default': 'Ontario'}
3,8482858,https://assets.nhle.com/mugs/nhl/20232024/SEA/8482858.png,{'default': 'Ryker'},{'default': 'Evans'},39.0,D,L,71,189,180,86,2001-12-13,{'default': 'Calgary'},CAN,{'default': 'Alberta'}
4,8476457,https://assets.nhle.com/mugs/nhl/20232024/SEA/8476457.png,{'default': 'Adam'},{'default': 'Larsson'},6.0,D,R,75,209,191,95,1992-11-12,"{'default': 'Skelleftea', 'fi': 'Skellefteå', 'sv': 'Skellefteå'}",SWE,
5,8476467,https://assets.nhle.com/mugs/nhl/20232024/SEA/8476467.png,{'default': 'Jamie'},{'default': 'Oleksiak'},24.0,D,L,79,257,201,117,1992-12-21,{'default': 'Toronto'},CAN,{'default': 'Ontario'}
6,8474602,https://assets.nhle.com/mugs/nhl/20232024/SEA/8474602.png,{'default': 'Justin'},{'default': 'Schultz'},4.0,D,R,74,190,188,86,1990-07-06,{'default': 'Kelowna'},CAN,"{'default': 'British Columbia', 'fr': 'Colombie-Britannique', 'sk': 'Britská Kolumbia'}"
0,8477384,https://assets.nhle.com/mugs/nhl/20232024/ARI/8477384.png,{'default': 'Josh'},{'default': 'Brown'},3.0,D,R,77,220,196,100,1994-01-21,"{'default': 'London', 'sk': 'Londýn'}",CAN,{'default': 'Ontario'}
1,8478408,https://assets.nhle.com/mugs/nhl/20232024/ARI/8478408.png,{'default': 'Travis'},{'default': 'Dermott'},33.0,D,L,72,202,183,92,1996-12-22,{'default': 'Newmarket'},CAN,{'default': 'Ontario'}
2,8476856,https://assets.nhle.com/mugs/nhl/20232024/ARI/8476856.png,{'default': 'Matt'},{'default': 'Dumba'},24.0,D,R,72,181,183,82,1994-07-25,{'default': 'Regina'},CAN,{'default': 'Saskatchewan'}
3,8480434,https://assets.nhle.com/mugs/nhl/20232024/ARI/8480434.png,{'default': 'Sean'},{'default': 'Durzi'},50.0,D,R,72,195,183,88,1998-10-21,{'default': 'Mississauga'},CAN,{'default': 'Ontario'}
4,8480891,https://assets.nhle.com/mugs/nhl/20232024/ARI/8480891.png,{'default': 'Michael'},{'default': 'Kesselring'},5.0,D,R,76,190,193,86,2000-01-13,{'default': 'New Hampton'},USA,{'default': 'New Hampshire'}
5,8481609,https://assets.nhle.com/mugs/nhl/20232024/ARI/8481609.png,{'default': 'Vladislav'},"{'default': 'Kolyachonok', 'cs': 'Koljačonok', 'sk': 'Koljačonok'}",52.0,D,L,73,193,185,88,2001-05-26,{'default': 'Minsk'},BLR,
6,8482655,https://assets.nhle.com/mugs/nhl/20232024/ARI/8482655.png,{'default': 'J.J.'},{'default': 'Moser'},90.0,D,L,73,173,185,78,2000-06-06,{'default': 'Biel'},CHE,
7,8481599,https://assets.nhle.com/mugs/nhl/20232024/ARI/8481599.png,{'default': 'Victor'},"{'default': 'Soderstrom', 'cs': 'Söderström', 'sk': 'Söderström'}",77.0,D,R,71,184,180,83,2001-02-26,{'default': 'Gavle'},SWE,
8,8479442,https://assets.nhle.com/mugs/nhl/20232024/ARI/8479442.png,{'default': 'Troy'},{'default': 'Stecher'},51.0,D,R,70,184,178,83,1994-04-07,{'default': 'Richmond'},CAN,"{'default': 'British Columbia', 'fr': 'Colombie-Britannique', 'sk': 'Britská Kolumbia'}"
9,8479976,https://assets.nhle.com/mugs/nhl/20232024/ARI/8479976.png,{'default': 'Juuso'},"{'default': 'Valimaki', 'cs': 'Välimäki', 'fi': 'Välimäki', 'sk': 'Välimäki'}",4.0,D,L,74,205,188,93,1998-10-06,"{'default': 'Tampere', 'sv': 'Tammerfors'}",FIN,
0,8477435,https://assets.nhle.com/mugs/nhl/20232024/PIT/8477435.png,{'default': 'Ryan'},{'default': 'Graves'},27.0,D,L,77,220,196,100,1995-05-21,{'default': 'Yarmouth'},CAN,"{'default': 'Nova Scotia', 'fr': 'Nouvelle-Écosse'}"
1,8480058,https://assets.nhle.com/mugs/nhl/20232024/PIT/8480058.png,{'default': 'Pierre-Olivier'},{'default': 'Joseph'},73.0,D,L,74,185,188,84,1999-07-01,{'default': 'Laval'},CAN,"{'default': 'Quebec', 'fr': 'Québec'}"
2,8474578,https://assets.nhle.com/mugs/nhl/20232024/PIT/8474578.png,{'default': 'Erik'},{'default': 'Karlsson'},65.0,D,R,72,190,183,86,1990-05-31,{'default': 'Landsbro'},SWE,
3,8471724,https://assets.nhle.com/mugs/nhl/20232024/PIT/8471724.png,{'default': 'Kris'},{'default': 'Letang'},58.0,D,R,72,201,183,91,1987-04-24,{'default': 'Montréal'},CAN,"{'default': 'Quebec', 'fr': 'Québec'}"
4,8481206,https://assets.nhle.com/mugs/nhl/20232024/PIT/8481206.png,{'default': 'John'},{'default': 'Ludvig'},7.0,D,L,73,213,185,97,2000-08-02,{'default': 'Liberec'},CZE,
5,8477969,https://assets.nhle.com/mugs/nhl/20232024/PIT/8477969.png,{'default': 'Marcus'},{'default': 'Pettersson'},28.0,D,L,75,177,191,80,1996-05-08,"{'default': 'Skelleftea', 'fi': 'Skellefteå', 'sv': 'Skellefteå'}",SWE,
6,8477244,https://assets.nhle.com/mugs/nhl/20232024/PIT/8477244.png,{'default': 'Chad'},{'default': 'Ruhwedel'},2.0,D,R,71,191,180,87,1990-05-07,{'default': 'San Diego'},USA,"{'default': 'California', 'fr': 'Californie', 'sk': 'Kalifornia', 'sv': 'Kalifornien'}"
7,8478854,https://assets.nhle.com/mugs/nhl/20232024/PIT/8478854.png,{'default': 'Ryan'},{'default': 'Shea'},5.0,D,L,74,200,188,91,1997-02-11,{'default': 'Milton'},USA,{'default': 'Massachusetts'}
0,8481524,https://assets.nhle.com/mugs/nhl/20232024/COL/8481524.png,{'default': 'Bowen '},{'default': 'Byram'},4.0,D,L,73,190,185,86,2001-06-13,{'default': 'Cranbrook'},CAN,"{'default': 'British Columbia', 'fr': 'Colombie-Britannique', 'sk': 'Britská Kolumbia'}"
1,8479398,https://assets.nhle.com/mugs/nhl/20232024/COL/8479398.png,{'default': 'Samuel'},{'default': 'Girard'},49.0,D,L,70,170,178,77,1998-05-12,{'default': 'Roberval'},CAN,"{'default': 'Quebec', 'fr': 'Québec'}"
2,8471677,https://assets.nhle.com/mugs/nhl/20232024/COL/8471677.png,{'default': 'Jack'},{'default': 'Johnson'},3.0,D,L,73,227,185,103,1987-01-13,{'default': 'Indianapolis'},USA,{'default': 'Indiana'}
3,8478452,https://assets.nhle.com/mugs/nhl/20232024/COL/8478452.png,{'default': 'Caleb'},{'default': 'Jones'},82.0,D,L,73,194,185,88,1997-06-06,{'default': 'Arlington'},USA,{'default': 'Texas'}
4,8477073,https://assets.nhle.com/mugs/nhl/20232024/COL/8477073.png,{'default': 'Kurtis'},{'default': 'MacDermid'},56.0,D,L,77,233,196,106,1994-03-25,"{'default': 'Quebec City', 'fr': 'Québec'}",CAN,"{'default': 'Quebec', 'fr': 'Québec'}"
5,8480069,https://assets.nhle.com/mugs/nhl/20232024/COL/8480069.png,{'default': 'Cale'},{'default': 'Makar'},8.0,D,R,72,187,183,85,1998-10-30,{'default': 'Calgary'},CAN,{'default': 'Alberta'}
6,8484258,https://assets.nhle.com/mugs/nhl/20232024/COL/8484258.png,{'default': 'Sam'},{'default': 'Malinski'},70.0,D,R,71,190,180,86,1998-07-27,{'default': 'Lakeville'},USA,{'default': 'Minnesota'}
7,8476312,https://assets.nhle.com/mugs/nhl/20232024/COL/8476312.png,{'default': 'Josh'},{'default': 'Manson'},42.0,D,R,75,218,191,99,1991-10-07,{'default': 'Hinsdale'},USA,{'default': 'Illinois'}
8,8478038,https://assets.nhle.com/mugs/nhl/20232024/COL/8478038.png,{'default': 'Devon'},{'default': 'Toews'},7.0,D,L,73,191,185,87,1994-02-21,{'default': 'Abbotsford'},CAN,"{'default': 'British Columbia', 'fr': 'Colombie-Britannique', 'sk': 'Britská Kolumbia'}"
0,8470613,https://assets.nhle.com/mugs/nhl/20232024/CAR/8470613.png,{'default': 'Brent'},{'default': 'Burns'},8.0,D,R,77,230,196,104,1985-03-09,{'default': 'Barrie'},CAN,{'default': 'Ontario'}
1,8478970,https://assets.nhle.com/mugs/nhl/20232024/CAR/8478970.png,{'default': 'Jalen'},{'default': 'Chatfield'},5.0,D,R,73,188,185,85,1996-05-15,{'default': 'Ypsilanti'},USA,{'default': 'Michigan'}
2,8477950,https://assets.nhle.com/mugs/nhl/20232024/CAR/8477950.png,{'default': 'Tony'},{'default': 'DeAngelo'},77.0,D,R,71,180,180,82,1995-10-24,{'default': 'Sewell'},USA,{'default': 'New Jersey'}
3,8475200,https://assets.nhle.com/mugs/nhl/20232024/CAR/8475200.png,"{'default': 'Dmitry', 'cs': 'Dmitrij', 'fi': 'Dmitri', 'sk': 'Dmitrij'}",{'default': 'Orlov'},7.0,D,L,71,214,180,97,1991-07-23,"{'default': 'Novokuznetsk', 'cs': 'Novokuzněck', 'sk': 'Novokuzněck'}",RUS,
4,8477488,https://assets.nhle.com/mugs/nhl/20232024/CAR/8477488.png,{'default': 'Brett'},{'default': 'Pesce'},22.0,D,R,75,206,191,93,1994-11-15,{'default': 'Tarrytown'},USA,{'default': 'New York'}
5,8476869,https://assets.nhle.com/mugs/nhl/20232024/CAR/8476869.png,{'default': 'Brady'},{'default': 'Skjei'},76.0,D,L,75,210,191,95,1994-03-26,{'default': 'Lakeville'},USA,{'default': 'Minnesota'}
6,8476958,https://assets.nhle.com/mugs/nhl/20232024/CAR/8476958.png,{'default': 'Jaccob'},{'default': 'Slavin'},74.0,D,L,75,207,191,94,1994-05-01,{'default': 'Denver'},USA,{'default': 'Colorado'}
0,8480860,https://assets.nhle.com/mugs/nhl/20232024/NJD/8480860.png,{'default': 'Kevin'},{'default': 'Bahl'},88.0,D,L,78,230,198,104,2000-06-27,{'default': 'New Westminster'},CAN,"{'default': 'British Columbia', 'fr': 'Colombie-Britannique', 'sk': 'Britská Kolumbia'}"
1,8480084,https://assets.nhle.com/mugs/nhl/20232024/NJD/8480084.png,{'default': 'Nick'},{'default': 'DeSimone'},,D,R,74,185,188,84,1994-11-21,{'default': 'East Amherst'},USA,{'default': 'New York'}
2,8476462,https://assets.nhle.com/mugs/nhl/20232024/NJD/8476462.png,{'default': 'Dougie'},{'default': 'Hamilton'},7.0,D,R,78,230,198,104,1993-06-17,{'default': 'Toronto'},CAN,{'default': 'Ontario'}
3,8481701,https://assets.nhle.com/mugs/nhl/20232024/NJD/8481701.png,{'default': 'Santeri'},{'default': 'Hatakka'},82.0,D,L,73,191,185,87,2001-01-15,"{'default': 'Riihimaki', 'cs': 'Riihimäki', 'de': 'Riihimäki', 'fi': 'Riihimäki', 'fr': 'Riihimäki', 'sk': 'Riihimäki', 'sv': 'Riihimäki'}",FIN,
4,8482684,https://assets.nhle.com/mugs/nhl/20232024/NJD/8482684.png,{'default': 'Luke'},{'default': 'Hughes'},43.0,D,L,74,184,188,83,2003-09-09,{'default': 'Manchester'},USA,{'default': 'New Hampshire'}
5,8478507,https://assets.nhle.com/mugs/nhl/20232024/NJD/8478507.png,{'default': 'John'},{'default': 'Marino'},6.0,D,R,73,181,185,82,1997-05-21,{'default': 'North Easton'},USA,{'default': 'Massachusetts'}
6,8476525,https://assets.nhle.com/mugs/nhl/20232024/NJD/8476525.png,{'default': 'Colin'},{'default': 'Miller'},24.0,D,R,73,200,185,91,1992-10-29,"{'default': 'Sault Ste. Marie', 'fr': 'Sault-Sainte-Marie'}",CAN,{'default': 'Ontario'}
7,8481536,https://assets.nhle.com/mugs/nhl/20232024/NJD/8481536.png,{'default': 'Daniil'},{'default': 'Misyul'},59.0,D,L,75,176,191,80,2000-10-20,{'default': 'Minsk'},BLR,
8,8483495,https://assets.nhle.com/mugs/nhl/20232024/NJD/8483495.png,{'default': 'Simon'},{'default': 'Nemec'},17.0,D,R,73,190,185,86,2004-02-15,{'default': 'Liptovský Mikuláš'},SVK,
9,8478399,https://assets.nhle.com/mugs/nhl/20232024/NJD/8478399.png,{'default': 'Jonas'},{'default': 'Siegenthaler'},71.0,D,L,74,218,188,99,1997-05-06,{'default': 'Zurich'},CHE,
10,8474090,https://assets.nhle.com/mugs/nhl/20232024/NJD/8474090.png,{'default': 'Brendan'},{'default': 'Smith'},2.0,D,L,74,200,188,91,1989-02-08,{'default': 'Mimico'},CAN,{'default': 'Ontario'}
0,8478397,https://assets.nhle.com/mugs/nhl/20232024/CGY/8478397.png,{'default': 'Rasmus'},{'default': 'Andersson'},4.0,D,R,73,202,185,92,1996-10-27,{'default': 'Malmo'},SWE,
1,8478502,https://assets.nhle.com/mugs/nhl/20232024/CGY/8478502.png,{'default': 'Dennis'},{'default': 'Gilbert'},48.0,D,L,74,216,188,98,1996-10-30,{'default': 'Buffalo'},USA,{'default': 'New York'}
2,8478396,https://assets.nhle.com/mugs/nhl/20232024/CGY/8478396.png,{'default': 'Noah'},{'default': 'Hanifin'},55.0,D,L,75,207,191,94,1997-01-25,{'default': 'Boston'},USA,{'default': 'Massachusetts'}
3,8478430,https://assets.nhle.com/mugs/nhl/20232024/CGY/8478430.png,{'default': 'Oliver'},{'default': 'Kylington'},58.0,D,L,72,183,183,83,1997-05-19,"{'default': 'Stockholm', 'fi': 'Tukholma'}",SWE,
4,8477851,https://assets.nhle.com/mugs/nhl/20232024/CGY/8477851.png,{'default': 'Jordan'},{'default': 'Oesterle'},82.0,D,L,72,187,183,85,1992-06-25,{'default': 'Dearborn Heights'},USA,{'default': 'Michigan'}
5,8475690,https://assets.nhle.com/mugs/nhl/20232024/CGY/8475690.png,"{'default': 'Chris', 'cs': 'Christopher', 'de': 'Christopher', 'es': 'Christopher', 'fi': 'Christopher', 'sk': 'Christopher', 'sv': 'Christopher'}",{'default': 'Tanev'},8.0,D,R,74,193,188,88,1989-12-20,{'default': 'Toronto'},CAN,{'default': 'Ontario'}
6,8477346,https://assets.nhle.com/mugs/nhl/20232024/CGY/8477346.png,{'default': 'MacKenzie'},{'default': 'Weegar'},52.0,D,R,72,206,183,93,1994-01-07,{'default': 'Ottawa'},CAN,{'default': 'Ontario'}
0,8482142,https://assets.nhle.com/mugs/nhl/20232024/PHI/8482142.png,{'default': 'Jamie'},{'default': 'Drysdale'},9.0,D,R,71,185,180,84,2002-04-08,{'default': 'Toronto'},CAN,{'default': 'Ontario'}
1,8475176,https://assets.nhle.com/mugs/nhl/20232024/PHI/8475176.png,{'default': 'Ryan'},{'default': 'Ellis'},94.0,D,R,70,180,178,82,1991-01-03,{'default': 'Hamilton'},CAN,{'default': 'Ontario'}
2,8477499,https://assets.nhle.com/mugs/nhl/20232024/PHI/8477499.png,{'default': 'Rasmus'},{'default': 'Ristolainen'},55.0,D,R,76,208,193,94,1994-10-27,"{'default': 'Turku', 'sv': 'Åbo'}",FIN,
3,8477948,https://assets.nhle.com/mugs/nhl/20232024/PHI/8477948.png,{'default': 'Travis'},{'default': 'Sanheim'},6.0,D,L,76,222,193,101,1996-03-29,{'default': 'Elkhorn'},CAN,{'default': 'Manitoba'}
4,8476372,https://assets.nhle.com/mugs/nhl/20232024/PHI/8476372.png,{'default': 'Nick'},{'default': 'Seeler'},24.0,D,L,75,197,191,89,1993-06-03,{'default': 'Eden Prairie'},USA,{'default': 'Minnesota'}
5,8471686,https://assets.nhle.com/mugs/nhl/20232024/PHI/8471686.png,{'default': 'Marc'},{'default': 'Staal'},18.0,D,L,76,208,193,94,1987-01-13,{'default': 'Thunder Bay'},CAN,{'default': 'Ontario'}
6,8480336,https://assets.nhle.com/mugs/nhl/20232024/PHI/8480336.png,{'default': 'Sean'},{'default': 'Walker'},26.0,D,R,71,191,180,87,1994-11-13,{'default': 'Keswick'},CAN,{'default': 'Ontario'}
7,8481546,https://assets.nhle.com/mugs/nhl/20232024/PHI/8481546.png,{'default': 'Cam'},{'default': 'York'},8.0,D,L,72,194,183,88,2001-01-05,{'default': 'Anaheim'},USA,"{'default': 'California', 'fr': 'Californie', 'sk': 'Kalifornia', 'sv': 'Kalifornien'}"
8,8481178,https://assets.nhle.com/mugs/nhl/20232024/PHI/8481178.png,"{'default': 'Egor', 'cs': 'Jegor', 'de': 'Yegor', 'es': 'Yegor', 'fi': 'Yegor', 'sk': 'Jegor', 'sv': 'Yegor'}",{'default': 'Zamula'},5.0,D,L,75,200,191,91,2000-03-30,"{'default': 'Chelyabinsk', 'cs': 'Čeljabinsk', 'fi': 'Tšeljabinsk', 'sk': 'Čeljabinsk'}",RUS,
0,8478443,https://assets.nhle.com/mugs/nhl/20232024/BOS/8478443.png,{'default': 'Brandon'},{'default': 'Carlo'},25.0,D,R,77,217,196,98,1996-11-26,{'default': 'Colorado Springs'},USA,{'default': 'Colorado'}
1,8475762,https://assets.nhle.com/mugs/nhl/20232024/BOS/8475762.png,{'default': 'Derek'},{'default': 'Forbort'},28.0,D,L,76,216,193,98,1992-03-04,{'default': 'Duluth'},USA,{'default': 'Minnesota'}
2,8476891,https://assets.nhle.com/mugs/nhl/20232024/BOS/8476891.png,{'default': 'Matt'},{'default': 'Grzelcyk'},48.0,D,L,70,180,178,82,1994-01-05,{'default': 'Charlestown'},USA,{'default': 'Massachusetts'}
3,8476854,https://assets.nhle.com/mugs/nhl/20232024/BOS/8476854.png,{'default': 'Hampus'},{'default': 'Lindholm'},27.0,D,L,76,224,193,102,1994-01-20,{'default': 'Helsingborg'},SWE,
4,8479325,https://assets.nhle.com/mugs/nhl/20232024/BOS/8479325.png,{'default': 'Charlie'},{'default': 'McAvoy'},73.0,D,R,73,209,185,95,1997-12-21,{'default': 'Long Beach'},USA,{'default': 'New York'}
5,8474031,https://assets.nhle.com/mugs/nhl/20232024/BOS/8474031.png,{'default': 'Kevin'},{'default': 'Shattenkirk'},12.0,D,R,72,203,183,92,1989-01-29,{'default': 'New Rochelle'},USA,{'default': 'New York'}
6,8478450,https://assets.nhle.com/mugs/nhl/20232024/BOS/8478450.png,{'default': 'Parker'},{'default': 'Wotherspoon'},29.0,D,L,73,195,185,88,1997-08-24,{'default': 'Surrey'},CAN,"{'default': 'British Columbia', 'fr': 'Colombie-Britannique', 'sk': 'Britská Kolumbia'}"
0,8480222,https://assets.nhle.com/mugs/nhl/20232024/NYI/8480222.png,{'default': 'Sebastian'},{'default': 'Aho'},25.0,D,L,70,180,178,82,1996-02-17,"{'default': 'Umea', 'fi': 'Uumaja', 'sv': 'Umeå'}",SWE,
1,8481541,https://assets.nhle.com/mugs/nhl/20232024/NYI/8481541.png,{'default': 'Samuel'},{'default': 'Bolduc'},4.0,D,L,76,220,193,100,2000-12-09,{'default': 'Laval'},CAN,"{'default': 'Quebec', 'fr': 'Québec'}"
2,8474145,https://assets.nhle.com/mugs/nhl/20232024/NYI/8474145.png,{'default': 'Robert'},{'default': 'Bortuzzo'},41.0,D,R,76,216,193,98,1989-03-18,{'default': 'Thunder Bay'},CAN,{'default': 'Ontario'}
3,8480865,https://assets.nhle.com/mugs/nhl/20232024/NYI/8480865.png,{'default': 'Noah'},{'default': 'Dobson'},8.0,D,R,76,200,193,91,2000-01-07,{'default': 'Summerside'},CAN,"{'default': 'Prince Edward Island', 'fr': 'Île du Prince-Édouard ', 'sk': 'Ostrov Princa Edwarda'}"
4,8476429,https://assets.nhle.com/mugs/nhl/20232024/NYI/8476429.png,{'default': 'Scott'},{'default': 'Mayfield'},24.0,D,R,77,220,196,100,1992-10-14,"{'default': 'St. Louis', 'cs': 'St. Louis ', 'de': 'St. Louis ', 'fi': 'St. Louis ', 'fr': 'St. Louis ', 'sk': 'St. Louis ', 'sv': 'St. Louis '}",USA,{'default': 'Missouri'}
5,8476917,https://assets.nhle.com/mugs/nhl/20232024/NYI/8476917.png,{'default': 'Adam'},{'default': 'Pelech'},3.0,D,L,75,210,191,95,1994-08-16,{'default': 'Toronto'},CAN,{'default': 'Ontario'}
6,8477506,https://assets.nhle.com/mugs/nhl/20232024/NYI/8477506.png,{'default': 'Ryan'},{'default': 'Pulock'},6.0,D,R,74,216,188,98,1994-10-06,{'default': 'Dauphin'},CAN,{'default': 'Manitoba'}
7,8476422,https://assets.nhle.com/mugs/nhl/20232024/NYI/8476422.png,{'default': 'Mike'},{'default': 'Reilly'},2.0,D,L,73,196,185,89,1993-07-13,{'default': 'Chicago'},USA,{'default': 'Illinois'}
8,8481014,https://assets.nhle.com/mugs/nhl/20232024/NYI/8481014.png,{'default': 'Alexander'},{'default': 'Romanov'},28.0,D,L,73,215,185,98,2000-01-06,"{'default': 'Moscow', 'cs': 'Moskva', 'de': 'Moskau', 'fi': 'Moskova', 'fr': 'Moscou', 'sk': 'Moskva', 'sv': 'Moskva'}",RUS,
0,8479998,https://assets.nhle.com/mugs/nhl/20232024/LAK/8479998.png,"{'default': 'Mikey', 'cs': 'Michael', 'de': 'Michael', 'fi': 'Michael', 'sk': 'Michael', 'sv': 'Michael'}",{'default': 'Anderson'},44.0,D,L,72,195,183,88,1999-05-25,{'default': 'Roseville'},USA,{'default': 'Minnesota'}
1,8482730,https://assets.nhle.com/mugs/nhl/20232024/LAK/8482730.png,{'default': 'Brandt'},{'default': 'Clarke'},92.0,D,R,74,200,188,91,2003-02-09,{'default': 'Nepean'},CAN,{'default': 'Ontario'}
2,8474563,https://assets.nhle.com/mugs/nhl/20232024/LAK/8474563.png,{'default': 'Drew'},{'default': 'Doughty'},8.0,D,R,73,210,185,95,1989-12-08,"{'default': 'London', 'sk': 'Londýn'}",CAN,{'default': 'Ontario'}
3,8477971,https://assets.nhle.com/mugs/nhl/20232024/LAK/8477971.png,{'default': 'Andreas'},{'default': 'Englund'},5.0,D,L,76,200,193,91,1996-01-21,"{'default': 'Stockholm', 'fi': 'Tukholma'}",SWE,
4,8478882,https://assets.nhle.com/mugs/nhl/20232024/LAK/8478882.png,{'default': 'Vladislav'},{'default': 'Gavrikov'},84.0,D,L,75,220,191,100,1995-11-21,"{'default': 'Yaroslavl', 'cs': 'Jaroslavl', 'fi': 'Jaroslavl', 'sk': 'Jaroslavl'}",RUS,
5,8479421,https://assets.nhle.com/mugs/nhl/20232024/LAK/8479421.png,{'default': 'Jacob'},{'default': 'Moverare'},43.0,D,L,75,210,191,95,1998-08-31,"{'default': 'Ostersund', 'fi': 'Östersund', 'sv': 'Östersund'}",SWE,
6,8478911,https://assets.nhle.com/mugs/nhl/20232024/LAK/8478911.png,{'default': 'Matt'},{'default': 'Roy'},3.0,D,R,74,210,188,95,1995-03-01,{'default': 'Detroit'},USA,{'default': 'Michigan'}
7,8481606,https://assets.nhle.com/mugs/nhl/20232024/LAK/8481606.png,{'default': 'Jordan'},{'default': 'Spence'},21.0,D,R,71,180,180,82,2001-02-24,{'default': 'Manly'},AUS,
0,8477932,https://assets.nhle.com/mugs/nhl/20232024/FLA/8477932.png,{'default': 'Aaron'},{'default': 'Ekblad'},5.0,D,R,76,215,193,98,1996-02-07,{'default': 'Windsor'},CAN,{'default': 'Ontario'}
1,8475171,https://assets.nhle.com/mugs/nhl/20232024/FLA/8475171.png,{'default': 'Oliver'},{'default': 'Ekman-Larsson'},91.0,D,L,74,191,188,87,1991-07-17,{'default': 'Karlskrona'},SWE,
2,8478055,https://assets.nhle.com/mugs/nhl/20232024/FLA/8478055.png,{'default': 'Gustav'},{'default': 'Forsling'},42.0,D,L,72,195,183,88,1996-06-12,"{'default': 'Linkoping', 'cs': 'Linköping', 'de': 'Linköping', 'fi': 'Linköping', 'fr': 'Linköping', 'sk': 'Linköping', 'sv': 'Linköping'}",SWE,
3,8475179,https://assets.nhle.com/mugs/nhl/20232024/FLA/8475179.png,"{'default': 'Dmitry', 'cs': 'Dmitrij', 'fi': 'Dmitri', 'sk': 'Dmitrij'}",{'default': 'Kulikov'},7.0,D,L,73,201,185,91,1990-10-29,"{'default': 'Lipetsk', 'cs': 'Lipeck', 'sk': 'Lipeck'}",RUS,
4,8479372,https://assets.nhle.com/mugs/nhl/20232024/FLA/8479372.png,{'default': 'Josh'},{'default': 'Mahura'},28.0,D,L,72,193,183,88,1998-05-05,"{'default': 'St. Albert', 'fr': 'St-Albert'}",CAN,{'default': 'Alberta'}
5,8478859,https://assets.nhle.com/mugs/nhl/20232024/FLA/8478859.png,{'default': 'Niko'},{'default': 'Mikkola'},77.0,D,L,77,206,196,93,1996-04-27,{'default': 'Kiiminki'},FIN,
6,8477986,https://assets.nhle.com/mugs/nhl/20232024/FLA/8477986.png,{'default': 'Brandon'},{'default': 'Montour'},62.0,D,R,72,199,183,90,1994-04-11,{'default': 'Brantford'},CAN,{'default': 'Ontario'}
0,8475279,https://assets.nhle.com/mugs/nhl/20232024/DET/8475279.png,{'default': 'Ben'},{'default': 'Chiarot'},8.0,D,L,75,224,191,102,1991-05-09,{'default': 'Hamilton'},CAN,{'default': 'Ontario'}
1,8476906,https://assets.nhle.com/mugs/nhl/20232024/DET/8476906.png,{'default': 'Shayne'},{'default': 'Gostisbehere'},41.0,D,L,71,183,180,83,1993-04-20,{'default': 'Pembroke Pines'},USA,"{'default': 'Florida', 'fr': 'Floride'}"
2,8475718,https://assets.nhle.com/mugs/nhl/20232024/DET/8475718.png,{'default': 'Justin'},{'default': 'Holl'},3.0,D,R,76,194,193,88,1992-01-30,{'default': 'Tonka Bay'},USA,{'default': 'Minnesota'}
3,8476874,https://assets.nhle.com/mugs/nhl/20232024/DET/8476874.png,{'default': 'Olli'},"{'default': 'Maatta', 'cs': 'Määttä', 'fi': 'Määttä', 'sk': 'Määttä'}",2.0,D,L,74,207,188,94,1994-08-22,{'default': 'Jyväskylä'},FIN,
4,8473507,https://assets.nhle.com/mugs/nhl/20232024/DET/8473507.png,{'default': 'Jeff'},{'default': 'Petry'},46.0,D,R,75,208,191,94,1987-12-09,{'default': 'Ann Arbor'},USA,{'default': 'Michigan'}
5,8481479,https://assets.nhle.com/mugs/nhl/20232024/DET/8481479.png,{'default': 'Brogan'},{'default': 'Rafferty'},52.0,D,R,72,202,183,92,1995-05-28,{'default': 'West Dundee'},USA,{'default': 'Illinois'}
6,8481542,https://assets.nhle.com/mugs/nhl/20232024/DET/8481542.png,{'default': 'Moritz'},{'default': 'Seider'},53.0,D,R,75,205,191,93,2001-04-06,{'default': 'Zell'},DEU,
